Condition,Seed_ROI,Hemisphere,Region_ID,Region_Name,Anatomical_Lobe,Region_Hemisphere,Is_Dorsal,Is_Ventral,Pos_Voxels,Neg_Voxels,Direction_Value,Direction_Type,Total_Voxels
tool,LO,left,9,Vis_9,Occipital,L,False,True,40,60,-20,Intra-Ventral,100
tool,LO,left,10,Vis_10,Occipital,L,False,True,0,273,-273,Intra-Ventral,273
tool,LO,left,11,Vis_11,Occipital,L,False,True,55,17,38,Intra-Ventral,72
tool,LO,left,12,Vis_12,Occipital,L,False,True,0,170,-170,Intra-Ventral,170
tool,LO,left,13,Vis_13,Occipital,L,False,True,0,179,-179,Intra-Ventral,179
tool,LO,left,14,Vis_14,Occipital,L,False,True,0,107,-107,Intra-Ventral,107
tool,LO,left,16,SomMot_2,Somatomotor,L,True,False,0,1,-1,Dorsal→Ventral,1
tool,LO,left,24,SomMot_10,Somatomotor,L,True,False,0,4,-4,Dorsal→Ventral,4
tool,LO,left,25,SomMot_11,Somatomotor,L,True,False,17,0,17,Ventral→Dorsal,17
tool,LO,left,28,SomMot_14,Somatomotor,L,True,False,0,1,-1,Dorsal→Ventral,1
tool,LO,left,29,SomMot_15,Somatomotor,L,True,False,0,15,-15,Dorsal→Ventral,15
tool,LO,left,30,SomMot_16,Somatomotor,L,True,False,0,42,-42,Dorsal→Ventral,42
tool,LO,left,31,Post_1,Parietal,L,True,False,558,10,548,Ventral→Dorsal,568
tool,LO,left,32,Post_2,Parietal,L,True,False,77,0,77,Ventral→Dorsal,77
tool,LO,left,36,Post_6,Parietal,L,True,False,2,0,2,Ventral→Dorsal,2
tool,LO,left,37,Post_7,Parietal,L,True,False,3,0,3,Ventral→Dorsal,3
tool,LO,left,38,Post_8,Parietal,L,True,False,57,0,57,Ventral→Dorsal,57
tool,LO,left,39,Post_9,Parietal,L,True,False,0,2,-2,Dorsal→Ventral,2
tool,LO,left,40,Post_10,Parietal,L,True,False,9,31,-22,Dorsal→Ventral,40
tool,LO,left,44,ParOper_1,Parietal,L,True,False,0,2,-2,Dorsal→Ventral,2
tool,LO,left,51,PFCl_1,Frontal,L,True,False,19,0,19,Ventral→Dorsal,19
tool,LO,left,53,Med_2,Frontal,L,True,False,0,9,-9,Dorsal→Ventral,9
tool,LO,left,57,TempPole_1,Temporal,L,False,True,0,11,-11,Intra-Ventral,11
tool,LO,left,58,TempPole_2,Temporal,L,False,True,3,13,-10,Intra-Ventral,16
tool,LO,left,59,TempPole_3,Temporal,L,False,True,0,1,-1,Intra-Ventral,1
tool,LO,left,62,Par_2,Parietal,L,True,False,3,0,3,Ventral→Dorsal,3
tool,LO,left,64,Temp_1,Temporal,L,False,True,0,10,-10,Intra-Ventral,10
tool,LO,left,65,OFC_1,Frontal,L,True,False,2,0,2,Ventral→Dorsal,2
tool,LO,left,66,PFCl_1,Frontal,L,True,False,61,0,61,Ventral→Dorsal,61
tool,LO,left,67,PFCl_2,Frontal,L,True,False,22,0,22,Ventral→Dorsal,22
tool,LO,left,68,PFCl_3,Frontal,L,True,False,146,0,146,Ventral→Dorsal,146
tool,LO,left,69,PFCl_4,Frontal,L,True,False,5,0,5,Ventral→Dorsal,5
tool,LO,left,71,pCun_1,Frontal,L,True,False,0,27,-27,Dorsal→Ventral,27
tool,LO,left,74,Temp_1,Temporal,L,False,True,0,8,-8,Intra-Ventral,8
tool,LO,left,78,Temp_5,Temporal,L,False,True,0,3,-3,Intra-Ventral,3
tool,LO,left,80,Par_2,Parietal,L,True,False,0,16,-16,Dorsal→Ventral,16
tool,LO,left,82,Par_4,Parietal,L,True,False,0,10,-10,Dorsal→Ventral,10
tool,LO,left,83,PFC_1,Frontal,L,True,False,0,3,-3,Dorsal→Ventral,3
tool,LO,left,85,PFC_3,Frontal,L,True,False,0,3,-3,Dorsal→Ventral,3
tool,LO,left,86,PFC_4,Frontal,L,True,False,4,0,4,Ventral→Dorsal,4
tool,LO,left,88,PFC_6,Frontal,L,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,left,89,PFC_7,Frontal,L,True,False,26,0,26,Ventral→Dorsal,26
tool,LO,left,91,PFC_9,Frontal,L,True,False,9,0,9,Ventral→Dorsal,9
tool,LO,left,95,PFC_13,Frontal,L,True,False,0,6,-6,Dorsal→Ventral,6
tool,LO,left,96,pCunPCC_1,Cingulate,L,False,False,0,11,-11,Other,11
tool,LO,left,99,pCunPCC_4,Cingulate,L,False,False,0,3,-3,Other,3
tool,LO,left,100,PHC_1,Frontal,L,True,False,97,0,97,Ventral→Dorsal,97
tool,LO,left,101,Vis_1,Occipital,R,False,True,283,0,283,Intra-Ventral,283
tool,LO,left,102,Vis_2,Occipital,R,False,True,78,0,78,Intra-Ventral,78
tool,LO,left,103,Vis_3,Occipital,R,False,True,263,52,211,Intra-Ventral,315
tool,LO,left,104,Vis_4,Occipital,R,False,True,0,73,-73,Intra-Ventral,73
tool,LO,left,105,Vis_5,Occipital,R,False,True,33,0,33,Intra-Ventral,33
tool,LO,left,106,Vis_6,Occipital,R,False,True,0,167,-167,Intra-Ventral,167
tool,LO,left,108,Vis_8,Occipital,R,False,True,145,16,129,Intra-Ventral,161
tool,LO,left,109,Vis_9,Occipital,R,False,True,0,223,-223,Intra-Ventral,223
tool,LO,left,110,Vis_10,Occipital,R,False,True,0,38,-38,Intra-Ventral,38
tool,LO,left,111,Vis_11,Occipital,R,False,True,155,0,155,Intra-Ventral,155
tool,LO,left,112,Vis_12,Occipital,R,False,True,1,125,-124,Intra-Ventral,126
tool,LO,left,113,Vis_13,Occipital,R,False,True,0,250,-250,Intra-Ventral,250
tool,LO,left,114,Vis_14,Occipital,R,False,True,0,4,-4,Intra-Ventral,4
tool,LO,left,128,SomMot_13,Somatomotor,R,True,False,0,9,-9,Dorsal→Ventral,9
tool,LO,left,129,SomMot_14,Somatomotor,R,True,False,0,10,-10,Dorsal→Ventral,10
tool,LO,left,130,SomMot_15,Somatomotor,R,True,False,0,57,-57,Dorsal→Ventral,57
tool,LO,left,131,SomMot_16,Somatomotor,R,True,False,0,16,-16,Dorsal→Ventral,16
tool,LO,left,132,SomMot_17,Somatomotor,R,True,False,0,20,-20,Dorsal→Ventral,20
tool,LO,left,134,SomMot_19,Somatomotor,R,True,False,0,39,-39,Dorsal→Ventral,39
tool,LO,left,135,Post_1,Parietal,R,True,False,261,2,259,Ventral→Dorsal,263
tool,LO,left,136,Post_2,Parietal,R,True,False,57,0,57,Ventral→Dorsal,57
tool,LO,left,138,Post_4,Parietal,R,True,False,0,2,-2,Dorsal→Ventral,2
tool,LO,left,139,Post_5,Parietal,R,True,False,0,5,-5,Dorsal→Ventral,5
tool,LO,left,141,Post_7,Parietal,R,True,False,5,0,5,Ventral→Dorsal,5
tool,LO,left,142,Post_8,Parietal,R,True,False,0,1,-1,Dorsal→Ventral,1
tool,LO,left,144,Post_10,Parietal,R,True,False,0,91,-91,Dorsal→Ventral,91
tool,LO,left,145,FEF_1,Parietal,R,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,left,148,TempOccPar_1,Temporal,R,False,True,0,1,-1,Intra-Ventral,1
tool,LO,left,158,Med_3,Frontal,R,True,False,0,3,-3,Dorsal→Ventral,3
tool,LO,left,159,OFC_1,Frontal,R,True,False,0,2,-2,Dorsal→Ventral,2
tool,LO,left,160,OFC_2,Frontal,R,True,False,0,1,-1,Dorsal→Ventral,1
tool,LO,left,161,OFC_3,Frontal,R,True,False,0,1,-1,Dorsal→Ventral,1
tool,LO,left,162,TempPole_1,Temporal,R,False,True,0,20,-20,Intra-Ventral,20
tool,LO,left,163,TempPole_2,Temporal,R,False,True,0,70,-70,Intra-Ventral,70
tool,LO,left,164,TempPole_3,Temporal,R,False,True,0,44,-44,Intra-Ventral,44
tool,LO,left,165,Par_1,Parietal,R,True,False,0,3,-3,Dorsal→Ventral,3
tool,LO,left,166,Par_2,Parietal,R,True,False,0,1,-1,Dorsal→Ventral,1
tool,LO,left,168,Temp_1,Temporal,R,False,True,0,9,-9,Intra-Ventral,9
tool,LO,left,170,PFCl_1,Frontal,R,True,False,13,0,13,Ventral→Dorsal,13
tool,LO,left,171,PFCl_2,Frontal,R,True,False,54,0,54,Ventral→Dorsal,54
tool,LO,left,172,PFCl_3,Frontal,R,True,False,125,0,125,Ventral→Dorsal,125
tool,LO,left,173,PFCl_4,Frontal,R,True,False,70,0,70,Ventral→Dorsal,70
tool,LO,left,174,PFCl_5,Frontal,R,True,False,22,0,22,Ventral→Dorsal,22
tool,LO,left,175,PFCl_6,Frontal,R,True,False,7,0,7,Ventral→Dorsal,7
tool,LO,left,176,PFCl_7,Frontal,R,True,False,20,0,20,Ventral→Dorsal,20
tool,LO,left,177,pCun_1,Frontal,R,True,False,0,32,-32,Dorsal→Ventral,32
tool,LO,left,185,Temp_1,Temporal,R,False,True,0,6,-6,Intra-Ventral,6
tool,LO,left,190,PFCv_1,Frontal,R,True,False,2,0,2,Ventral→Dorsal,2
tool,LO,left,194,PFCdPFCm_4,Frontal,R,True,False,16,0,16,Ventral→Dorsal,16
tool,LO,left,195,PFCdPFCm_5,Frontal,R,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,left,198,pCunPCC_1,Cingulate,R,False,False,0,2,-2,Other,2
tool,LO,left,201,pIPS,Parietal,X,True,False,72,371,-299,Dorsal→Ventral,443
tool,LO,left,202,LO,Temporal,X,False,True,2558,15,2543,Intra-Ventral,2573
tool,LO,right,1,Vis_1,Occipital,L,False,True,168,0,168,Intra-Ventral,168
tool,LO,right,2,Vis_2,Occipital,L,False,True,217,79,138,Intra-Ventral,296
tool,LO,right,3,Vis_3,Occipital,L,False,True,61,0,61,Intra-Ventral,61
tool,LO,right,4,Vis_4,Occipital,L,False,True,0,97,-97,Intra-Ventral,97
tool,LO,right,5,Vis_5,Occipital,L,False,True,99,31,68,Intra-Ventral,130
tool,LO,right,7,Vis_7,Occipital,L,False,True,0,254,-254,Intra-Ventral,254
tool,LO,right,8,Vis_8,Occipital,L,False,True,53,4,49,Intra-Ventral,57
tool,LO,right,9,Vis_9,Occipital,L,False,True,78,22,56,Intra-Ventral,100
tool,LO,right,10,Vis_10,Occipital,L,False,True,0,221,-221,Intra-Ventral,221
tool,LO,right,11,Vis_11,Occipital,L,False,True,157,0,157,Intra-Ventral,157
tool,LO,right,12,Vis_12,Occipital,L,False,True,0,82,-82,Intra-Ventral,82
tool,LO,right,13,Vis_13,Occipital,L,False,True,0,168,-168,Intra-Ventral,168
tool,LO,right,14,Vis_14,Occipital,L,False,True,2,57,-55,Intra-Ventral,59
tool,LO,right,21,SomMot_7,Somatomotor,L,True,False,3,0,3,Ventral→Dorsal,3
tool,LO,right,23,SomMot_9,Somatomotor,L,True,False,11,0,11,Ventral→Dorsal,11
tool,LO,right,25,SomMot_11,Somatomotor,L,True,False,67,0,67,Ventral→Dorsal,67
tool,LO,right,27,SomMot_13,Somatomotor,L,True,False,8,9,-1,Dorsal→Ventral,17
tool,LO,right,28,SomMot_14,Somatomotor,L,True,False,8,0,8,Ventral→Dorsal,8
tool,LO,right,29,SomMot_15,Somatomotor,L,True,False,9,4,5,Ventral→Dorsal,13
tool,LO,right,30,SomMot_16,Somatomotor,L,True,False,7,21,-14,Dorsal→Ventral,28
tool,LO,right,31,Post_1,Parietal,L,True,False,613,3,610,Ventral→Dorsal,616
tool,LO,right,32,Post_2,Parietal,L,True,False,81,0,81,Ventral→Dorsal,81
tool,LO,right,35,Post_5,Parietal,L,True,False,8,0,8,Ventral→Dorsal,8
tool,LO,right,36,Post_6,Parietal,L,True,False,36,0,36,Ventral→Dorsal,36
tool,LO,right,37,Post_7,Parietal,L,True,False,13,0,13,Ventral→Dorsal,13
tool,LO,right,38,Post_8,Parietal,L,True,False,114,0,114,Ventral→Dorsal,114
tool,LO,right,39,Post_9,Parietal,L,True,False,13,0,13,Ventral→Dorsal,13
tool,LO,right,40,Post_10,Parietal,L,True,False,83,3,80,Ventral→Dorsal,86
tool,LO,right,41,FEF_1,Parietal,L,True,False,23,0,23,Ventral→Dorsal,23
tool,LO,right,42,FEF_2,Parietal,L,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,51,PFCl_1,Frontal,L,True,False,40,0,40,Ventral→Dorsal,40
tool,LO,right,54,Med_3,Frontal,L,True,False,19,1,18,Ventral→Dorsal,20
tool,LO,right,57,TempPole_1,Temporal,L,False,True,0,72,-72,Intra-Ventral,72
tool,LO,right,58,TempPole_2,Temporal,L,False,True,13,29,-16,Intra-Ventral,42
tool,LO,right,59,TempPole_3,Temporal,L,False,True,0,1,-1,Intra-Ventral,1
tool,LO,right,62,Par_2,Parietal,L,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,63,Par_3,Parietal,L,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,64,Temp_1,Temporal,L,False,True,4,20,-16,Intra-Ventral,24
tool,LO,right,65,OFC_1,Frontal,L,True,False,3,0,3,Ventral→Dorsal,3
tool,LO,right,66,PFCl_1,Frontal,L,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,67,PFCl_2,Frontal,L,True,False,22,0,22,Ventral→Dorsal,22
tool,LO,right,68,PFCl_3,Frontal,L,True,False,75,0,75,Ventral→Dorsal,75
tool,LO,right,69,PFCl_4,Frontal,L,True,False,4,0,4,Ventral→Dorsal,4
tool,LO,right,70,PFCl_5,Frontal,L,True,False,18,0,18,Ventral→Dorsal,18
tool,LO,right,71,pCun_1,Frontal,L,True,False,0,32,-32,Dorsal→Ventral,32
tool,LO,right,74,Temp_1,Temporal,L,False,True,0,17,-17,Intra-Ventral,17
tool,LO,right,75,Temp_2,Temporal,L,False,True,3,0,3,Intra-Ventral,3
tool,LO,right,80,Par_2,Parietal,L,True,False,0,12,-12,Dorsal→Ventral,12
tool,LO,right,82,Par_4,Parietal,L,True,False,0,7,-7,Dorsal→Ventral,7
tool,LO,right,83,PFC_1,Frontal,L,True,False,0,2,-2,Dorsal→Ventral,2
tool,LO,right,85,PFC_3,Frontal,L,True,False,2,2,0,Dorsal→Ventral,4
tool,LO,right,86,PFC_4,Frontal,L,True,False,4,3,1,Ventral→Dorsal,7
tool,LO,right,89,PFC_7,Frontal,L,True,False,18,1,17,Ventral→Dorsal,19
tool,LO,right,91,PFC_9,Frontal,L,True,False,6,0,6,Ventral→Dorsal,6
tool,LO,right,92,PFC_10,Frontal,L,True,False,8,0,8,Ventral→Dorsal,8
tool,LO,right,95,PFC_13,Frontal,L,True,False,2,11,-9,Dorsal→Ventral,13
tool,LO,right,99,pCunPCC_4,Cingulate,L,False,False,0,2,-2,Other,2
tool,LO,right,100,PHC_1,Frontal,L,True,False,151,2,149,Ventral→Dorsal,153
tool,LO,right,101,Vis_1,Occipital,R,False,True,316,0,316,Intra-Ventral,316
tool,LO,right,102,Vis_2,Occipital,R,False,True,130,0,130,Intra-Ventral,130
tool,LO,right,103,Vis_3,Occipital,R,False,True,442,40,402,Intra-Ventral,482
tool,LO,right,104,Vis_4,Occipital,R,False,True,0,51,-51,Intra-Ventral,51
tool,LO,right,105,Vis_5,Occipital,R,False,True,44,0,44,Intra-Ventral,44
tool,LO,right,106,Vis_6,Occipital,R,False,True,13,63,-50,Intra-Ventral,76
tool,LO,right,108,Vis_8,Occipital,R,False,True,307,0,307,Intra-Ventral,307
tool,LO,right,109,Vis_9,Occipital,R,False,True,0,152,-152,Intra-Ventral,152
tool,LO,right,110,Vis_10,Occipital,R,False,True,0,42,-42,Intra-Ventral,42
tool,LO,right,111,Vis_11,Occipital,R,False,True,271,0,271,Intra-Ventral,271
tool,LO,right,112,Vis_12,Occipital,R,False,True,7,104,-97,Intra-Ventral,111
tool,LO,right,113,Vis_13,Occipital,R,False,True,0,124,-124,Intra-Ventral,124
tool,LO,right,114,Vis_14,Occipital,R,False,True,2,12,-10,Intra-Ventral,14
tool,LO,right,115,Vis_15,Occipital,R,False,True,1,0,1,Intra-Ventral,1
tool,LO,right,122,SomMot_7,Somatomotor,R,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,124,SomMot_9,Somatomotor,R,True,False,7,0,7,Ventral→Dorsal,7
tool,LO,right,125,SomMot_10,Somatomotor,R,True,False,2,0,2,Ventral→Dorsal,2
tool,LO,right,127,SomMot_12,Somatomotor,R,True,False,4,0,4,Ventral→Dorsal,4
tool,LO,right,128,SomMot_13,Somatomotor,R,True,False,35,0,35,Ventral→Dorsal,35
tool,LO,right,129,SomMot_14,Somatomotor,R,True,False,0,4,-4,Dorsal→Ventral,4
tool,LO,right,130,SomMot_15,Somatomotor,R,True,False,3,37,-34,Dorsal→Ventral,40
tool,LO,right,131,SomMot_16,Somatomotor,R,True,False,8,0,8,Ventral→Dorsal,8
tool,LO,right,132,SomMot_17,Somatomotor,R,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,133,SomMot_18,Somatomotor,R,True,False,17,0,17,Ventral→Dorsal,17
tool,LO,right,134,SomMot_19,Somatomotor,R,True,False,1,11,-10,Dorsal→Ventral,12
tool,LO,right,135,Post_1,Parietal,R,True,False,449,0,449,Ventral→Dorsal,449
tool,LO,right,136,Post_2,Parietal,R,True,False,86,1,85,Ventral→Dorsal,87
tool,LO,right,140,Post_6,Parietal,R,True,False,3,0,3,Ventral→Dorsal,3
tool,LO,right,141,Post_7,Parietal,R,True,False,27,0,27,Ventral→Dorsal,27
tool,LO,right,142,Post_8,Parietal,R,True,False,9,0,9,Ventral→Dorsal,9
tool,LO,right,143,Post_9,Parietal,R,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,144,Post_10,Parietal,R,True,False,9,9,0,Dorsal→Ventral,18
tool,LO,right,145,FEF_1,Parietal,R,True,False,38,0,38,Ventral→Dorsal,38
tool,LO,right,147,PrCv_1,Parietal,R,True,False,12,0,12,Ventral→Dorsal,12
tool,LO,right,148,TempOccPar_1,Temporal,R,False,True,0,2,-2,Intra-Ventral,2
tool,LO,right,150,TempOccPar_3,Temporal,R,False,True,0,1,-1,Intra-Ventral,1
tool,LO,right,151,PrC_1,Frontal,R,True,False,29,0,29,Ventral→Dorsal,29
tool,LO,right,153,FrOperIns_2,Insular,R,False,False,2,0,2,Other,2
tool,LO,right,158,Med_3,Frontal,R,True,False,0,1,-1,Dorsal→Ventral,1
tool,LO,right,161,OFC_3,Frontal,R,True,False,0,2,-2,Dorsal→Ventral,2
tool,LO,right,162,TempPole_1,Temporal,R,False,True,0,8,-8,Intra-Ventral,8
tool,LO,right,163,TempPole_2,Temporal,R,False,True,1,82,-81,Intra-Ventral,83
tool,LO,right,164,TempPole_3,Temporal,R,False,True,0,58,-58,Intra-Ventral,58
tool,LO,right,168,Temp_1,Temporal,R,False,True,1,1,0,Intra-Ventral,2
tool,LO,right,171,PFCl_2,Frontal,R,True,False,21,0,21,Ventral→Dorsal,21
tool,LO,right,172,PFCl_3,Frontal,R,True,False,86,0,86,Ventral→Dorsal,86
tool,LO,right,173,PFCl_4,Frontal,R,True,False,16,0,16,Ventral→Dorsal,16
tool,LO,right,174,PFCl_5,Frontal,R,True,False,20,0,20,Ventral→Dorsal,20
tool,LO,right,175,PFCl_6,Frontal,R,True,False,7,0,7,Ventral→Dorsal,7
tool,LO,right,176,PFCl_7,Frontal,R,True,False,100,0,100,Ventral→Dorsal,100
tool,LO,right,177,pCun_1,Frontal,R,True,False,0,7,-7,Dorsal→Ventral,7
tool,LO,right,179,Cing_2,Cingulate,R,False,False,6,0,6,Other,6
tool,LO,right,181,PFCmp_2,Frontal,R,True,False,6,0,6,Ventral→Dorsal,6
tool,LO,right,185,Temp_1,Temporal,R,False,True,0,15,-15,Intra-Ventral,15
tool,LO,right,186,Temp_2,Temporal,R,False,True,3,0,3,Intra-Ventral,3
tool,LO,right,190,PFCv_1,Frontal,R,True,False,1,0,1,Ventral→Dorsal,1
tool,LO,right,195,PFCdPFCm_5,Frontal,R,True,False,2,0,2,Ventral→Dorsal,2
tool,LO,right,199,pCunPCC_2,Cingulate,R,False,False,0,1,-1,Other,1
tool,LO,right,201,pIPS,Parietal,X,True,False,245,112,133,Ventral→Dorsal,357
tool,LO,right,202,LO,Temporal,X,False,True,2989,20,2969,Intra-Ventral,3009
nontool,pIPS,left,1,Vis_1,Occipital,L,False,True,41,0,41,Dorsal→Ventral,41
nontool,pIPS,left,2,Vis_2,Occipital,L,False,True,22,13,9,Dorsal→Ventral,35
nontool,pIPS,left,3,Vis_3,Occipital,L,False,True,16,0,16,Dorsal→Ventral,16
nontool,pIPS,left,4,Vis_4,Occipital,L,False,True,18,4,14,Dorsal→Ventral,22
nontool,pIPS,left,5,Vis_5,Occipital,L,False,True,0,193,-193,Ventral→Dorsal,193
nontool,pIPS,left,6,Vis_6,Occipital,L,False,True,2,0,2,Dorsal→Ventral,2
nontool,pIPS,left,7,Vis_7,Occipital,L,False,True,2,152,-150,Ventral→Dorsal,154
nontool,pIPS,left,8,Vis_8,Occipital,L,False,True,14,1,13,Dorsal→Ventral,15
nontool,pIPS,left,9,Vis_9,Occipital,L,False,True,0,103,-103,Ventral→Dorsal,103
nontool,pIPS,left,10,Vis_10,Occipital,L,False,True,0,51,-51,Ventral→Dorsal,51
nontool,pIPS,left,11,Vis_11,Occipital,L,False,True,3,26,-23,Ventral→Dorsal,29
nontool,pIPS,left,12,Vis_12,Occipital,L,False,True,0,6,-6,Ventral→Dorsal,6
nontool,pIPS,left,13,Vis_13,Occipital,L,False,True,0,49,-49,Ventral→Dorsal,49
nontool,pIPS,left,14,Vis_14,Occipital,L,False,True,1,59,-58,Ventral→Dorsal,60
nontool,pIPS,left,15,SomMot_1,Somatomotor,L,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,left,16,SomMot_2,Somatomotor,L,True,False,16,0,16,Intra-Dorsal,16
nontool,pIPS,left,17,SomMot_3,Somatomotor,L,True,False,28,0,28,Intra-Dorsal,28
nontool,pIPS,left,18,SomMot_4,Somatomotor,L,True,False,0,2,-2,Intra-Dorsal,2
nontool,pIPS,left,22,SomMot_8,Somatomotor,L,True,False,10,0,10,Intra-Dorsal,10
nontool,pIPS,left,23,SomMot_9,Somatomotor,L,True,False,0,11,-11,Intra-Dorsal,11
nontool,pIPS,left,24,SomMot_10,Somatomotor,L,True,False,0,6,-6,Intra-Dorsal,6
nontool,pIPS,left,25,SomMot_11,Somatomotor,L,True,False,1,2,-1,Intra-Dorsal,3
nontool,pIPS,left,26,SomMot_12,Somatomotor,L,True,False,0,3,-3,Intra-Dorsal,3
nontool,pIPS,left,27,SomMot_13,Somatomotor,L,True,False,0,3,-3,Intra-Dorsal,3
nontool,pIPS,left,28,SomMot_14,Somatomotor,L,True,False,13,1,12,Intra-Dorsal,14
nontool,pIPS,left,29,SomMot_15,Somatomotor,L,True,False,22,3,19,Intra-Dorsal,25
nontool,pIPS,left,30,SomMot_16,Somatomotor,L,True,False,0,2,-2,Intra-Dorsal,2
nontool,pIPS,left,31,Post_1,Parietal,L,True,False,239,5,234,Intra-Dorsal,244
nontool,pIPS,left,32,Post_2,Parietal,L,True,False,77,7,70,Intra-Dorsal,84
nontool,pIPS,left,36,Post_6,Parietal,L,True,False,24,0,24,Intra-Dorsal,24
nontool,pIPS,left,37,Post_7,Parietal,L,True,False,34,0,34,Intra-Dorsal,34
nontool,pIPS,left,38,Post_8,Parietal,L,True,False,42,0,42,Intra-Dorsal,42
nontool,pIPS,left,39,Post_9,Parietal,L,True,False,45,0,45,Intra-Dorsal,45
nontool,pIPS,left,40,Post_10,Parietal,L,True,False,33,37,-4,Intra-Dorsal,70
nontool,pIPS,left,41,FEF_1,Parietal,L,True,False,72,0,72,Intra-Dorsal,72
nontool,pIPS,left,42,FEF_2,Parietal,L,True,False,5,0,5,Intra-Dorsal,5
nontool,pIPS,left,44,ParOper_1,Parietal,L,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,left,45,ParOper_2,Parietal,L,True,False,0,4,-4,Intra-Dorsal,4
nontool,pIPS,left,47,FrOperIns_1,Insular,L,False,False,35,0,35,Other,35
nontool,pIPS,left,51,PFCl_1,Frontal,L,True,False,392,0,392,Intra-Dorsal,392
nontool,pIPS,left,52,Med_1,Frontal,L,True,False,75,0,75,Intra-Dorsal,75
nontool,pIPS,left,53,Med_2,Frontal,L,True,False,41,0,41,Intra-Dorsal,41
nontool,pIPS,left,54,Med_3,Frontal,L,True,False,17,6,11,Intra-Dorsal,23
nontool,pIPS,left,55,OFC_1,Frontal,L,True,False,6,0,6,Intra-Dorsal,6
nontool,pIPS,left,56,OFC_2,Frontal,L,True,False,29,0,29,Intra-Dorsal,29
nontool,pIPS,left,57,TempPole_1,Temporal,L,False,True,0,165,-165,Ventral→Dorsal,165
nontool,pIPS,left,58,TempPole_2,Temporal,L,False,True,10,69,-59,Ventral→Dorsal,79
nontool,pIPS,left,59,TempPole_3,Temporal,L,False,True,0,25,-25,Ventral→Dorsal,25
nontool,pIPS,left,62,Par_2,Parietal,L,True,False,5,0,5,Intra-Dorsal,5
nontool,pIPS,left,63,Par_3,Parietal,L,True,False,1,1,0,Intra-Dorsal,2
nontool,pIPS,left,64,Temp_1,Temporal,L,False,True,31,9,22,Dorsal→Ventral,40
nontool,pIPS,left,65,OFC_1,Frontal,L,True,False,19,0,19,Intra-Dorsal,19
nontool,pIPS,left,66,PFCl_1,Frontal,L,True,False,6,0,6,Intra-Dorsal,6
nontool,pIPS,left,67,PFCl_2,Frontal,L,True,False,122,0,122,Intra-Dorsal,122
nontool,pIPS,left,68,PFCl_3,Frontal,L,True,False,86,17,69,Intra-Dorsal,103
nontool,pIPS,left,69,PFCl_4,Frontal,L,True,False,11,13,-2,Intra-Dorsal,24
nontool,pIPS,left,70,PFCl_5,Frontal,L,True,False,20,0,20,Intra-Dorsal,20
nontool,pIPS,left,73,Cing_2,Cingulate,L,False,False,16,0,16,Other,16
nontool,pIPS,left,74,Temp_1,Temporal,L,False,True,0,75,-75,Ventral→Dorsal,75
nontool,pIPS,left,75,Temp_2,Temporal,L,False,True,3,0,3,Dorsal→Ventral,3
nontool,pIPS,left,76,Temp_3,Temporal,L,False,True,0,32,-32,Ventral→Dorsal,32
nontool,pIPS,left,79,Par_1,Parietal,L,True,False,8,0,8,Intra-Dorsal,8
nontool,pIPS,left,80,Par_2,Parietal,L,True,False,0,10,-10,Intra-Dorsal,10
nontool,pIPS,left,81,Par_3,Parietal,L,True,False,0,2,-2,Intra-Dorsal,2
nontool,pIPS,left,82,Par_4,Parietal,L,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,left,83,PFC_1,Frontal,L,True,False,0,14,-14,Intra-Dorsal,14
nontool,pIPS,left,84,PFC_2,Frontal,L,True,False,13,0,13,Intra-Dorsal,13
nontool,pIPS,left,85,PFC_3,Frontal,L,True,False,0,3,-3,Intra-Dorsal,3
nontool,pIPS,left,86,PFC_4,Frontal,L,True,False,16,38,-22,Intra-Dorsal,54
nontool,pIPS,left,88,PFC_6,Frontal,L,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,left,89,PFC_7,Frontal,L,True,False,26,0,26,Intra-Dorsal,26
nontool,pIPS,left,90,PFC_8,Frontal,L,True,False,27,0,27,Intra-Dorsal,27
nontool,pIPS,left,91,PFC_9,Frontal,L,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,left,92,PFC_10,Frontal,L,True,False,20,0,20,Intra-Dorsal,20
nontool,pIPS,left,93,PFC_11,Frontal,L,True,False,24,0,24,Intra-Dorsal,24
nontool,pIPS,left,94,PFC_12,Frontal,L,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,left,95,PFC_13,Frontal,L,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,left,97,pCunPCC_2,Cingulate,L,False,False,0,5,-5,Other,5
